DataID,FileName,freq.discr,tmax,SumEnergy
1,20251218Сер2__01_ДВ_1_1канал,7200,143.69986111111112,0.3249709
2,20251218Сер2__02_ДВ_2_2 канал,7200,143.69986111111112,0.003014617
