Time_s,Signal
1.6819791666666666,100.10177935169726
1.6820833333333334,101.10683601404831
1.6821875,102.09756344853287
1.6822916666666667,103.07380719390076
1.6823958333333333,104.0354148425971
1.6825,104.98223606452572
1.6826041666666667,105.91412263051836
1.6827083333333333,106.83092843550502
1.6828125,107.73250952138262
1.6829166666666666,108.61872409957802
1.6830208333333334,109.48943257330183
1.683125,110.3444975594898
1.6832291666666668,111.18378391042808
1.6833333333333333,112.00715873505905
1.6834375,112.81449141996434
1.6835416666666667,113.60565365002206
1.6836458333333333,114.38051942873417
1.68375,115.1389650982217
1.6838541666666667,115.88086935888411
1.6839583333333332,116.60611328871992
1.6840625,117.31458036230518
1.6841666666666666,118.00615646942738
1.6842708333333334,118.68072993337107
1.684375,119.33819152885309
1.6844791666666667,119.97843449960385
1.6845833333333333,120.60135457559213
1.6846875,121.20684998989084
1.6847916666666667,121.79482149518047
1.6848958333333333,122.36517237988828
1.685,122.91780848395994
1.6851041666666666,123.45263821426161
1.6852083333333334,123.9695725596096
1.6853125,124.46852510542531
1.6854166666666666,124.94941204801303
1.6855208333333334,125.41215220845842
1.685625,125.85666704614493
1.6857291666666667,126.28288067188662
1.6858333333333333,126.69071986067433
1.6859375,127.08011406403435
1.6860416666666667,127.45099542199583
1.6861458333333332,127.80329877466662
1.68625,128.1369616734146
1.6863541666666666,128.45192439165254
1.6864583333333334,128.74812993522568
1.6865625,129.02552405239874
1.6866666666666668,129.28405524344208
1.6867708333333333,129.52367476981453
1.686875,129.74433666294155
1.6869791666666667,129.94599773258696
1.6870833333333333,130.12861757481716
1.6871875,130.29215857955631
1.6872916666666666,130.43658593773085
1.6873958333333334,130.56186764800202
1.6875,130.667974523086
1.6876041666666666,130.7548801956592
1.6877083333333334,130.82256112384871
1.6878125,130.87099659630618
1.6879166666666667,130.9001687368644
1.6880208333333333,130.91006250877567
1.688125,130.90066571853114
1.6882291666666667,130.87196901925984
1.6883333333333332,130.82396591370753
1.6884375,130.7566527567938
1.6885416666666666,130.6700287577476
1.6886458333333334,130.5640959818198
1.68875,130.43885935157303
1.6888541666666668,130.29432664774805
1.6889583333333333,130.13050850970626
1.6890625,129.94741843544816
1.6891666666666667,129.74507278120723
1.6892708333333333,129.52349076061984
1.689375,129.28269444346978
1.6894791666666666,129.0227087540087
1.6895833333333334,128.7435614688516
1.6896875,128.4452832144477
1.6897916666666666,128.12790746412708
1.6898958333333334,127.79147053472283
1.69,127.43601158276914
1.6901041666666667,127.06157260027615
1.6902083333333333,126.66819841008102
1.6903125,126.2559366607765
1.6904166666666667,125.82483782121722
1.6905208333333333,125.374955174604
1.690625,124.90634481214737
1.6907291666666666,124.4190656263106
1.6908333333333334,123.91317930363327
1.6909375,123.38875031713583
1.6910416666666668,122.84584591830651
1.6911458333333333,122.28453612867143
1.69125,121.70489373094857
1.6913541666666667,121.10699425978711
1.6914583333333333,120.4909159920931
1.6915625,119.85673993694283
1.6916666666666667,119.2045498250847
1.6917708333333332,118.53443209803181
1.691875,117.8464758967455
1.6919791666666666,117.14077304991243
1.6920833333333334,116.41741806181591
1.6921875,115.67650809980353
1.6922916666666667,114.91814298135243
1.6923958333333333,114.14242516073422
1.6925,113.34945971528091
1.6926041666666667,112.53935433125409
1.6927083333333333,111.71221928931888
1.6928125,110.86816744962502
1.6929166666666666,110.00731423649657
1.6930208333333334,109.12977762273272
1.693125,108.23567811352162
1.6932291666666666,107.32513872996951
1.6933333333333334,106.39828499224728
1.6934375,105.4552449023569
1.6935416666666667,104.49614892651972
1.6936458333333333,103.5211299771899
1.69375,102.53032339469418
1.6938541666666667,101.52386692850159
1.6939583333333332,100.50190071812534
1.6940625,99.46456727365926
1.6941666666666666,98.41201145595177
1.6942708333333334,97.34438045642017
1.694375,96.2618237765079
1.6944791666666668,95.16449320678748
1.6945833333333333,94.05254280571278
1.6946875,92.92612887802228
1.6947916666666667,91.78540995279782
1.6948958333333333,90.63054676118088
1.695,89.46170221374977
1.6951041666666666,88.27904137756133
1.6952083333333334,87.08273145285958
1.6953125,85.8729417494554
1.6954166666666666,84.64984366278026
1.6955208333333334,83.4136106496169
1.695625,82.1644182035113
1.6957291666666667,80.90244382986893
1.6958333333333333,79.62786702073853
1.6959375,78.3408692292877
1.6960416666666667,77.0416338439732
1.6961458333333332,75.73034616241031
1.69625,74.4071933649445
1.6963541666666666,73.07236448792916
1.6964583333333334,71.72605039671373
1.6965625,70.36844375834549
1.6966666666666668,68.99973901398906
1.6967708333333333,67.62013235106805
1.696875,66.22982167513209
1.6969791666666667,64.82900658145361
1.6970833333333333,63.4178883263591
1.6971875,61.99666979829735
1.6972916666666666,60.56555548865066
1.6973958333333334,59.12475146229217
1.6975,57.67446532789367
1.6976041666666666,56.21490620798821
1.6977083333333334,54.74628470879213
1.6978125,53.26881288979058
1.6979166666666667,51.782704233090726
1.6980208333333333,50.288173612547865
1.698125,48.78543726266778
1.6982291666666667,47.27471274729079
1.6983333333333333,45.756218928061685
1.6984375,44.230175932690074
1.6985416666666666,42.69680512300569
1.6986458333333334,41.15632906281368
1.69875,39.60897148555384
1.6988541666666668,38.05495726176953
1.6989583333333333,36.4945123663899
1.6990625,34.927863845830956
1.6991666666666667,33.355239784919945
1.6992708333333333,31.776869273648003
1.699375,30.19298237375579
1.6994791666666667,28.60381008515713
1.6995833333333332,27.009584312205483
1.6996875,25.41053782980819
1.6997916666666666,23.80690424939341
1.6998958333333334,22.198917984734997
1.7,20.58681421763975
1.7001041666666667,18.97082886350268
1.7002083333333333,17.351198536735183
1.7003125,15.728160516070638
1.7004166666666667,14.101952709753593
1.7005208333333333,12.472813620616437
1.700625,10.840982311049908
1.7007291666666666,9.20669836787144
1.7008333333333334,7.57020186709737
1.7009375,5.931733338623722
1.7010416666666666,4.291533730821226
1.7011458333333334,2.649844375049026
1.70125,1.006906950093212
1.7013541666666667,-0.6370365534652238
1.7014583333333333,-2.281743868947548
1.7015625,-3.9269724893340947
1.7016666666666667,-5.5724797030757784
1.7017708333333332,-7.218022629954733
1.701875,-8.863358256989113
1.7019791666666666,-10.508243474376068
1.7020833333333334,-12.15243511146837
1.7021875,-13.79568997277907
1.7022916666666668,-15.437764874008435
1.7023958333333333,-17.078416678088402
1.7025,-18.717402331238823
1.7026041666666667,-20.354478899030468
1.7027083333333333,-21.989403602449094
1.7028125,-23.621933853955305
1.7029166666666666,-25.25182729353504
1.7030208333333334,-26.87884182473513
1.703125,-28.50273565067857
1.7032291666666666,-30.123267310054242
1.7033333333333334,-31.740195713075565
1.7034375,-33.353280177402866
1.7035416666666667,-34.96228046402406
1.7036458333333333,-36.56695681308826
1.70375,-38.167069979686886
1.7038541666666667,-39.76238126957722
1.7039583333333332,-41.3526525748425
1.7040625,-42.93764640948405
1.7041666666666666,-44.517125944939224
1.7042708333333334,-46.09085504552046
1.704375,-47.65859830376995
1.7044791666666668,-49.22012107572444
1.7045833333333333,-50.775189516085284
1.7046875,-52.32357061328807
1.7047916666666667,-53.865032224466724
1.7048958333333333,-55.39934311030679
1.705,-56.926272969782794
1.7051041666666666,-58.445592474774266
1.7052083333333334,-59.95707330455535
1.7053125,-61.460488180152566
1.7054166666666666,-62.95561089856617
1.7055208333333334,-64.44221636684885
1.705625,-65.92008063603802
1.7057291666666667,-67.38898093493522
1.7058333333333333,-68.84869570372861
1.7059375,-70.29900462745266
1.7060416666666667,-71.73968866928072
1.7061458333333333,-73.17053010364464
1.70625,-74.59131254917719
1.7063541666666666,-76.00182100147155
1.7064583333333334,-77.40184186565395
1.7065625,-78.79116298876293
1.7066666666666668,-80.169573691932
1.7067708333333333,-81.53686480236975
1.706875,-82.89282868513298
1.7069791666666667,-84.23725927468746
1.7070833333333333,-85.56995210625263
1.7071875,-86.89070434692432
1.7072916666666667,-88.19931482657117
1.7073958333333332,-89.49558406850035
1.7075,-90.7793143198876
1.7076041666666666,-92.05030958196669
1.7077083333333334,-93.30837563997423
1.7078125,-94.55332009284511
1.7079166666666667,-95.78495238265347
1.7080208333333333,-97.00308382379562
1.708125,-98.20752763190951
1.7082291666666667,-99.3980989525273
1.7083333333333333,-100.57461488945553
1.7084375,-101.73689453287933
1.7085416666666666,-102.88475898718626
1.7086458333333334,-104.01803139850512
1.70875,-105.13653698195586
1.7088541666666666,-106.24010304860607
1.7089583333333334,-107.32855903213041
1.7090625,-108.40173651516821
1.7091666666666667,-109.45946925537548
1.7092708333333333,-110.50159321116769
1.709375,-111.52794656714838
1.7094791666666667,-112.53836975922077
1.7095833333333332,-113.53270549937767
1.7096875,-114.51079880016596
1.7097916666666666,-115.47249699882221
1.7098958333333334,-116.41764978107555
1.71,-117.34610920461375
1.7101041666666668,-118.25772972220898
1.7102083333333333,-119.15236820450022
1.7103125,-120.02988396242789
1.7104166666666667,-120.89013876931764
1.7105208333333333,-121.73299688260988
1.710625,-122.55832506523151
1.7107291666666666,-123.36599260660644
1.7108333333333334,-124.1558713433019
1.7109375,-124.92783567930657
1.7110416666666666,-125.68176260593867
1.7111458333333334,-126.41753172137894
1.71125,-127.13502524982749
1.7113541666666667,-127.83412806027977
1.7114583333333333,-128.5147276849198
1.7115625,-129.176714337127
1.7116666666666667,-129.81998092909444
1.7117708333333332,-130.44442308905514
1.711875,-131.04993917811353
1.7119791666666666,-131.63643030668035
1.7120833333333334,-132.20380035050715
1.7121875,-132.7519559663183
1.7122916666666668,-133.28080660703864
1.7123958333333333,-133.79026453661294
1.7125,-134.28024484441585
1.7126041666666667,-134.75066545924983
1.7127083333333333,-135.20144716292796
1.7128125,-135.63251360344105
1.7129166666666666,-136.0437913077046
1.7130208333333334,-136.43520969388572
1.713125,-136.806701083307
1.7132291666666666,-137.1582007119245
1.7133333333333334,-137.4896467413799
1.7134375,-137.80098026962293
1.7135416666666667,-138.09214534110413
1.7136458333333333,-138.3630889565342
1.71375,-138.61376108221054
1.7138541666666667,-138.84411465890713
1.7139583333333333,-139.05410561032812
1.7140625,-139.24369285112238
1.7141666666666666,-139.41283829445817
1.7142708333333334,-139.5615068591564
1.714375,-139.68966647638126
1.7144791666666668,-139.79728809588707
1.7145833333333333,-139.88434569182027
1.7146875,-139.95081626807485
1.7147916666666667,-139.99667986320114
1.7148958333333333,-140.02191955486649
